game_id,date,season,week,home_team,away_team,home_score,away_score,neutral_site,home_rating_pre,away_rating_pre,home_rating_post,away_rating_post,rating_diff,expected_home_win_prob,actual_home_result,margin
2023_06_IND_JAX,2023-10-15,2023,6,JAX,IND,37.0,20.0,False,1501.3440741211202,1502.8129863816862,1509.21440765087,1494.9426528519364,53.53108773943404,0.576433562592758,1.0,17.0
2023_06_ARI_LA,2023-10-15,2023,6,LA,ARI,26.0,9.0,False,1500.9519201335124,1483.7160292999533,1508.2337306150137,1476.434218818452,72.2358908335591,0.6024833508173246,1.0,17.0
2023_06_NE_LV,2023-10-15,2023,6,LV,NE,21.0,17.0,False,1484.6889181352703,1465.5718762925815,1487.3125940456214,1462.9482003822304,74.11704184268888,0.6050739116297105,1.0,4.0
2023_06_CAR_MIA,2023-10-15,2023,6,MIA,CAR,42.0,21.0,False,1518.7308960898483,1471.400584573129,1526.1411942208827,1463.9902864420947,102.33031151671935,0.6431495803539957,1.0,21.0
2023_06_PHI_NYJ,2023-10-15,2023,6,NYJ,PHI,20.0,14.0,False,1495.2599425790531,1526.377717573368,1499.5311174634796,1522.1065426889415,23.882225005685086,0.5343152551478729,1.0,6.0
2023_06_DET_TB,2023-10-15,2023,6,TB,DET,6.0,20.0,False,1509.7112144090247,1519.8899366434316,1500.4992714477696,1529.1018796046867,44.821277765593095,0.5641475384343871,0.0,-14.0
2023_06_BAL_TEN,2023-10-15,2023,6,TEN,BAL,16.0,24.0,False,1497.1265462495073,1516.7458193307216,1491.0036359388414,1522.8687296413875,35.38072691878574,0.5507416805710387,0.0,-8.0
2023_06_DAL_LAC,2023-10-16,2023,6,LAC,DAL,17.0,20.0,False,1503.1481480250195,1520.2344612118836,1500.0524522325697,1523.3301570043334,37.91368681313588,0.5543466301776597,0.0,-3.0
2023_07_JAX_NO,2023-10-19,2023,7,NO,JAX,24.0,31.0,False,1505.2357352483823,1509.21440765087,1499.5045622631892,1514.9455806360631,51.021327597512254,0.5729022920441801,0.0,-7.0
2023_07_DET_BAL,2023-10-22,2023,7,BAL,DET,38.0,6.0,False,1522.8687296413875,1529.1018796046867,1535.3626809705356,1516.6079282755386,48.766850036700816,0.5697238492473395,1.0,32.0
2023_07_LV_CHI,2023-10-22,2023,7,CHI,LV,30.0,12.0,False,1476.92403342587,1487.3125940456214,1485.4171176980456,1478.8195097734458,44.61143938024861,0.5638505042496337,1.0,18.0
2023_07_GB_DEN,2023-10-22,2023,7,DEN,GB,19.0,17.0,False,1471.4029969612184,1498.558683155821,1473.3523621511238,1496.6093179659156,27.844313805397405,0.5399856187635511,1.0,2.0
2023_07_CLE_IND,2023-10-22,2023,7,IND,CLE,38.0,39.0,False,1494.9426528519364,1503.5534375353761,1493.4863886996675,1505.009701687645,46.38921531656024,0.5663655424960135,0.0,-1.0
2023_07_LAC_KC,2023-10-22,2023,7,KC,LAC,31.0,17.0,False,1529.1349330634603,1500.0524522325697,1535.1779928732212,1494.0093924228088,84.08248083089052,0.6186961385381115,1.0,14.0
2023_07_PIT_LA,2023-10-22,2023,7,LA,PIT,17.0,24.0,False,1508.2337306150137,1489.413390705257,1502.2889797011474,1495.3581416191232,73.82033990975674,0.6046657067749351,0.0,-7.0
2023_07_BUF_NE,2023-10-22,2023,7,NE,BUF,29.0,25.0,False,1462.9482003822304,1533.5683137889987,1466.579597599268,1529.936916571961,-15.620113406768269,0.47753598290743254,1.0,4.0
2023_07_WAS_NYG,2023-10-22,2023,7,NYG,WAS,14.0,7.0,False,1456.5017079002025,1480.006760075942,1461.1207280023464,1475.3877399737983,31.494947824260407,0.5452011295592487,1.0,7.0
2023_07_MIA_PHI,2023-10-22,2023,7,PHI,MIA,31.0,17.0,False,1522.1065426889415,1526.1411942208827,1529.0489494024123,1519.198787507412,50.96534846805889,0.572823442381976,1.0,14.0
2023_07_ARI_SEA,2023-10-22,2023,7,SEA,ARI,20.0,10.0,False,1508.6963809103572,1476.434218818452,1513.4061337159803,1471.724466012829,87.26216209190511,0.6230047097857759,1.0,10.0
2023_07_ATL_TB,2023-10-22,2023,7,TB,ATL,13.0,16.0,False,1500.4992714477696,1488.1861625072822,1497.2470088969646,1491.4384250580872,67.31310894048738,0.5956772149912752,0.0,-3.0
2023_07_SF_MIN,2023-10-23,2023,7,MIN,SF,22.0,17.0,False,1495.128861137855,1543.6735108220025,1499.1452573269612,1539.6571146328963,6.455350315852456,0.5092889270084853,1.0,5.0
2023_08_TB_BUF,2023-10-26,2023,8,BUF,TB,24.0,18.0,False,1529.936916571961,1497.2470088969646,1533.2246649086408,1493.959260560285,87.68990767499645,0.6235828547528006,1.0,6.0
2023_08_BAL_ARI,2023-10-29,2023,8,ARI,BAL,24.0,31.0,False,1471.724466012829,1535.3626809705356,1466.6826792028687,1540.404467780496,-8.638214957706623,0.4875711702677161,0.0,-7.0
2023_08_HOU_CAR,2023-10-29,2023,8,CAR,HOU,15.0,13.0,False,1463.9902864420947,1509.2252800929473,1466.079113269484,1507.136453265558,9.76500634914737,0.514049274596234,1.0,2.0
2023_08_LA_DAL,2023-10-29,2023,8,DAL,LA,43.0,20.0,False,1523.3301570043334,1502.2889797011474,1532.1839644466352,1493.4351722588456,76.04117730318603,0.6077175741300646,1.0,23.0
2023_08_KC_DEN,2023-10-29,2023,8,DEN,KC,24.0,9.0,False,1473.3523621511238,1535.1779928732212,1482.35326008116,1526.177094943185,-6.825630722097458,0.49017839131534985,1.0,15.0
2023_08_MIN_GB,2023-10-29,2023,8,GB,MIN,10.0,24.0,False,1496.6093179659156,1499.1452573269612,1487.2763454223343,1508.4782298705425,52.46406063895438,0.5749331713511018,0.0,-14.0
2023_08_NO_IND,2023-10-29,2023,8,IND,NO,27.0,38.0,False,1493.4863886996675,1499.5045622631892,1485.6494560184105,1507.3414949444461,48.981826436478286,0.5700271829254352,0.0,-11.0
2023_08_CHI_LAC,2023-10-29,2023,8,LAC,CHI,30.0,13.0,False,1494.0093924228088,1485.4171176980456,1501.5599258674392,1477.866584253415,63.59227472476323,0.590508179717565,1.0,17.0
2023_08_NE_MIA,2023-10-29,2023,8,MIA,NE,31.0,17.0,False,1519.198787507412,1466.579597599268,1524.647911687389,1461.1304734192909,107.61918990814388,0.6501061548965902,1.0,14.0
2023_08_NYJ_NYG,2023-10-29,2023,8,NYG,NYJ,10.0,13.0,False,1461.1207280023464,1499.5311174634796,1458.146050939611,1502.505794526215,16.589610538866737,0.5238562411770225,0.0,-3.0
2023_08_JAX_PIT,2023-10-29,2023,8,PIT,JAX,10.0,20.0,False,1495.3581416191232,1514.9455806360631,1488.1996766544696,1522.1040456007167,35.412560983060075,0.5507870212292347,0.0,-10.0
2023_08_CLE_SEA,2023-10-29,2023,8,SEA,CLE,24.0,20.0,False,1513.4061337159803,1505.009701687645,1516.1506081413982,1502.2652272622272,63.39643202833531,0.5902355466714604,1.0,4.0
2023_08_CIN_SF,2023-10-29,2023,8,SF,CIN,17.0,31.0,False,1539.6571146328963,1493.0787416199166,1529.6117115284594,1503.1241447243535,101.57837301297968,0.642155538369375,0.0,-14.0
2023_08_ATL_TEN,2023-10-29,2023,8,TEN,ATL,28.0,23.0,False,1491.0036359388414,1491.4384250580872,1494.3311611842962,1488.1108998126324,54.565210880754194,0.5778863427937044,1.0,5.0
2023_08_PHI_WAS,2023-10-29,2023,8,WAS,PHI,31.0,38.0,False,1475.3877399737983,1529.0489494024123,1470.167232353868,1534.2694570223425,1.338790571385971,0.5019266649718069,0.0,-7.0
2023_08_LV_DET,2023-10-30,2023,8,DET,LV,26.0,14.0,False,1516.6079282755386,1478.8195097734458,1521.8315927036235,1473.5958453453609,92.78841850209278,0.6304465686752314,1.0,12.0
2023_09_TEN_PIT,2023-11-02,2023,9,PIT,TEN,20.0,16.0,False,1488.1996766544696,1494.3311611842962,1491.112794160468,1491.4180436782979,48.868515470173406,0.5698673066473172,1.0,4.0
2023_09_MIN_ATL,2023-11-05,2023,9,ATL,MIN,28.0,31.0,False,1488.1108998126324,1508.4782298705425,1485.0334467833518,1511.555682899823,34.63266994208993,0.5496759959903754,0.0,-3.0
2023_09_SEA_BAL,2023-11-05,2023,9,BAL,SEA,37.0,3.0,False,1540.404467780496,1516.1506081413982,1551.8861684150559,1504.6689075068382,79.25385963909775,0.6121175215059073,1.0,34.0
2023_09_IND_CAR,2023-11-05,2023,9,CAR,IND,13.0,27.0,False,1466.079113269484,1485.6494560184105,1457.0192227073967,1494.7093465804978,35.42965725107342,0.550811370773508,0.0,-14.0
